SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
Ladies and gentlemen, the evening is over!	Come on, on the bus. <i> Ladies and gentlemen, the evening is over! </i> We hope you all enjoyed yourselves.	54446	1020	US	2000
Oh, I'm fine, I'm fine.	I'm in Cleveland. <i> Oh, I'm fine, I'm fine. </i> I'm gonna fly back Monday morning.	54446	1169	US	2000
He got me for insider trading.	He got a wire on him. <i> He got me for insider trading. </i> But that's 12, 13 months, max.	3967329	1091	US	2010
Yeah, I don't even know why we took that meeting today.	Can't leave room for lots of little copycat's to start popping up. <i> Yeah, I don't even know why we took that meeting today. </i> I mean, we have a better deal at Girthan's.	5905224	1294	US	2012
"Well, clearly"" no"" is a word Darryl doesn't hear much."	"He says I'm a"" yes"" person... and you are trying to raise us in a"" no"" environment. <i> Well, clearly"" no"" is a word Darryl doesn't hear much. </i> I can't live here!"	54446	77	US	2000
Well, I live in the Fairfax district.	It's funny how we ended up being neighbors again. <i> Well, I live in the Fairfax district. </i> I'm guessing you're more of a Beverly Hills, Malibu girl.	5905224	826	US	2012
You know, to truly love some silly little piece of music, or some band... so much that it hurts.	I mean, they don't even know what it is to be a fan. <i> You know, to truly love some silly little piece of music, or some band... so much that it hurts. </i> It's Russell.	54446	1844	US	2000
He knows how old he is.	Tell him how old he is. <i> He knows how old he is. </i> But other kids make fun of him because of how young he looks.	54446	99	US	2000
It appears we've caught the edge of that electrical storm...	Hi, this is Craig, your pilot. <i> It appears we've caught the edge of that electrical storm... </i> - we were trying to outrun.	54446	1609	US	2000
I'm sorry about the way I behaved the last time I was here, doctor.	Thank you. <i> I'm sorry about the way I behaved the last time I was here, doctor. </i> But when I see you in the building, you always seem very busy.	3151540	296	US	2007
The girls still at gymnastics?	Hey. <i> The girls still at gymnastics? </i> Yep.	3151540	1403	US	2007
I mean, I'm a beginner at this.	I'm not exactly a match for you. <i> I mean, I'm a beginner at this. </i> Remember when you taught me how to dance?	5905224	931	US	2012
I'm just going up to see a friend of mine, Charlie Fineman.	Can I help you? <i> I'm just going up to see a friend of mine, Charlie Fineman. </i> Nobody by that name lives here.	3151540	354	US	2007
I'm talking about family, too.	Of course. <i> I'm talking about family, too. </i> I am talking about our family's... future.	5905224	1093	US	2012
Dad, Dad, Dad, are you all right?	Hey, Dad! <i> Dad, Dad, Dad, are you all right? </i> - Yeah, I'm all right.	4744540	776	US	2012
And you say you love me!	It was the summer we decided to be free of all rules. <i> And you say you love me! </i> I don't love you, man.	54446	1654	US	2000
- There something you want to tell me?	And once you go Mike, you don't go anywhere else. <i> - There something you want to tell me? </i> - No.	5905224	1841	US	2012
We'll get you an appointment with a specialist.	Well, let's find out. <i> We'll get you an appointment with a specialist. </i> No, no.	4744540	304	US	2012
He' s gonna ask you how the story's going... and this is what you do.	- Yeah, yeah. <i> He' s gonna ask you how the story's going... and this is what you do. </i> Tell him... you know, it's a-- it's a think-piece...	54446	1056	US	2000
Huron, Ontario, Michigan, Erie and Superior.	Okay, Michigan is one. <i> Huron, Ontario, Michigan, Erie and Superior. </i> That was an easy one.	3151540	258	US	2007
You don't know half of what you think you do.	Only a coward leaves their kid. <i> You don't know half of what you think you do. </i> Okay, then tell me the other half.	4744540	1605	US	2012
- I put the whole thing together.	- Yeah. <i> - I put the whole thing together. </i> They act like I'm the one who works for them.	3151540	667	US	2007
I would like to invite you to my divorce.	Hi. <i> I would like to invite you to my divorce. </i> Is it true you're actually seeking a divorce from Dylan?	5905224	1700	US	2012
By the way, if I am emotionally unavailable... which I am not, thank you very much, it would be because of you.	Yeah. <i> By the way, if I am emotionally unavailable... which I am not, thank you very much, it would be because of you. </i> Just go, will you?	4744540	1009	US	2012
Today, we're going to have a ceremony which you will never forget the rest of your life, I assure you.	Good afternoon. <i> Today, we're going to have a ceremony which you will never forget the rest of your life, I assure you. </i> We have a young man outside of our shul but with a great deal of love in his heart, who has come here today to express his love and admiration for our religion.	5905224	454	US	2012
You know, they already think I should be playing Bingo...	I've got a job to do, and if I don't do that job... the Braves will get somebody else to do it. <i> You know, they already think I should be playing Bingo... </i> - and drinking little umbrella drinks.	4744540	443	US	2012
- Your mother called here a couple hours after you left.	- What did you just say? <i> - Your mother called here a couple hours after you left. </i> He died in his sleep, in his bed and Mom's here with us now and she's very upset and she needs you.	3151540	957	US	2007
I talked to Wang today.	Oh, look, by the way, <i> I talked to Wang today. </i> I think the Chinese are close.	3967329	1490	US	2010
Why'd you ask me that?	That's gotta be half of the appeal, right? <i> Why'd you ask me that? </i> I don't know.	3151540	482	US	2007
I am and I'm good at this.	I am a Wall Street guy. <i> I am and I'm good at this. </i> And I believe in this.	3967329	1885	US	2010
It was a boy at school.	How have you done it? <i> It was a boy at school. </i> He made a joke about Dad, so I hit him.	3179568	294	UK	2006
- Help me get him to hospital.	- Help me get him to hospital. <i> - Help me get him to hospital. </i> - Get off!	3179568	2275	UK	2006
# Lord knows, it would be the first time	# It would be the first time <i> # Lord knows, it would be the first time </i> # Lord knows	3179568	2338	UK	2006
Let's have a look at you.	It's a good fit. <i> Let's have a look at you. </i> Ah, mate.	3179568	643	UK	2006
# That's where we always meet...	All velvet. <i> # That's where we always meet... </i> Combo.	3179568	2032	UK	2006
I'll take' 78,' 79 and Laura Baines.	OK. <i> I'll take' 78,' 79 and Laura Baines. </i> OK, listen.	3472293	305	UK	2009
Detective Inspectors Alderman and Prentice.	And two other names that are going to keep coming up... <i> Detective Inspectors Alderman and Prentice. </i> Good team?	3472293	455	UK	2009
'Police are still appealing for witnesses to a robbery and shoot-out'at the Karachi Club in Wakefield which claimed seven lives.	Bye. <i> 'Police are still appealing for witnesses to a robbery and shoot-out'at the Karachi Club in Wakefield which claimed seven lives. </i> 'Two police officers were seriously injured in the incident.	3472293	226	UK	2009
But I don't regard you as evil.	I feel that I really know you. <i> But I don't regard you as evil. </i> They never learn, do they, George?	3472293	33	UK	2009
The things they made her do.	The things they did to her. <i> The things they made her do. </i> They dragged her to the bathroom, tried to drown her.	3472293	628	UK	2009
I do like gravy with my beef.	She's on the rag, isn't she. <i> I do like gravy with my beef. </i> Don't you?	3472293	433	UK	2009
I've got tea or coffee.	Do you want something to drink? <i> I've got tea or coffee. </i> No.	3472293	620	UK	2009
Peter, we would like to invite you to take extra leave.	We're making a number of inquiries. <i> Peter, we would like to invite you to take extra leave. </i> Extra leave?	3472293	1068	UK	2009
'I need to see you.'	'Not on the phone. <i> 'I need to see you.' </i> Do they know who died first?	3472293	870	UK	2009
If you'd care to come this way.	They're ready for you now, Mr Hunter. <i> If you'd care to come this way. </i> Mr Hunter, gentlemen.	3472293	55	UK	2009
'An outside force will be reviewing the actions of the West Yorkshire Police,'and we, of course, welcome their inquiry.'	'Our thoughts go out to the families of PC Tommy Douglas and Sergeant Bob Craven. <i> 'An outside force will be reviewing the actions of the West Yorkshire Police,'and we, of course, welcome their inquiry.' </i> Just as they're about to knock off, Craven and Douglas get the call.	3472293	232	UK	2009
We should go and work on it.	Ian, listen, it's fantastic. <i> We should go and work on it. </i> What are you?	3670999	1153	UK	2010
Tell me, what would you like to achieve here?	Baxter. <i> Tell me, what would you like to achieve here? </i> What would you like to do?	3670999	1371	UK	2010
# Every bit of clothing ought to make you pretty	# Is very good indeed <i> # Every bit of clothing ought to make you pretty </i> # You can cut the clothing Grey is such a pity	3670999	1051	UK	2010
Your body odour smells like a fucking orang-utan on heat.	- All right. <i> Your body odour smells like a fucking orang-utan on heat. </i> You smell like your mother's cock and balls.	3670999	71	UK	2010
When we've made our millions and we're playing Hammersmith Odeon...	Oh, you are so gonna miss all of this. <i> When we've made our millions and we're playing Hammersmith Odeon... </i> Why, don't they have three inches of piss in the dressing rooms?	3670999	115	UK	2010
# You know what it'll make you be	# Don't do nothing that is cut price <i> # You know what it'll make you be </i> # They will try their tricky device	3670999	1058	UK	2010
