SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
You are like an accident Waiting to happen.	You are... <i> You are like an accident Waiting to happen. </i> Now.	accident waiting to happen	1	6224678	835	UK	2014			
You not got a bottle, man.	Bruv. <i> You not got a bottle, man. </i> People like you.	bottle	2	6224678	1170	UK	2014	courage		courage
Yeah, what do you think?	Okay. <i> Yeah, what do you think? </i> Moody and magnificent?	yeah	1	6224678	682	UK	2014			
They put the death of cold through me.	Jesus. <i> They put the death of cold through me. </i> They make you not want to step out the door.	death of cold	1	6224678	543	UK	2014			
Now, obviously, I can't stop him from doing this without going down a very dangerous legal road.	- Okay. <i> Now, obviously, I can't stop him from doing this without going down a very dangerous legal road. </i> But rest assured, I'll do anything short of that to not give you a million dollars.	going down	1	3151540	1010	US	2007			
""" Hard-working band makes good."" New album out, their third."	"- Stillwater? <i> "" Hard-working band makes good."" New album out, their third. </i> Starting to do something."	makes good	1	54446	566	US	2000			
I kind of wasted your money, I think.	What do you mean? <i> I kind of wasted your money, I think. </i> I don't think there's gonna be a deal.	wasted	1	5905224	1099	US	2012			
I'm telling you, this girl's seriously troubled.	Yeah, it is. <i> I'm telling you, this girl's seriously troubled. </i> Oh, yeah.	troubled	1	3151540	673	US	2007			
He's talking to witch doctors.	The guy's out of his mind. <i> He's talking to witch doctors. </i> He's gonna murder the stock.	witch doctors	2	3967329	835	US	2010	someone who uses unconventional or superstitious methods to try to solve a problem, often in a way that is considered unscientific or irrational.	https://www.urbandictionary.com/define.php?term=witch%20doctor	superstitious
Wheelin' and dealin' is... it is hard work.	Not really. <i> Wheelin' and dealin' is... it is hard work. </i> Okay.	wheelin' and dealin'	1	5905224	887	US	2012			
No offense, dude, but that takes some major camouflage.	I'm gonna go to the resort and blend in with the millionaire crowd. <i> No offense, dude, but that takes some major camouflage. </i> Just let me worry about that, okay?	dude	1	5905224	733	US	2012			
I only barged into your lives about a year ago.	You and Scotty have known each other since birth. <i> I only barged into your lives about a year ago. </i> Barging in on me was not cool.	barged	1	5905224	204	US	2012			
Honey, whose house is this?	Come on. <i> Honey, whose house is this? </i> Wow.	honey	1	5905224	646	US	2012			
I'm a dentist, and when people need it, that's great.	But don't get me wrong. <i> I'm a dentist, and when people need it, that's great. </i> I feel for them.	dentist	1	3151540	1825	US	2007			
There is nothing I would love more than grandma's delicious tongue on rye.	Oh, we have some delicious food here. <i> There is nothing I would love more than grandma's delicious tongue on rye. </i> But, unfortunately, I have to run.	tongue on rye	1	5905224	300	US	2012			
Well, sorry to hear that, but maybe you should tell him yourself.	No matter what you say or do, I am never going out with him. <i> Well, sorry to hear that, but maybe you should tell him yourself. </i> Go ahead.	sorry	1	5905224	514	US	2012			
Can we go get Chinese now?	The Timplemans? <i> Can we go get Chinese now? </i> You know what it is?	chinese	2	3151540	1798	US	2007	a shorthand or code word for chinese food, especially when ordering takeout or delivery from a chinese restaurant.	https://www.urbandictionary.com/define.php?term=chinese	chinese food
Jenny, this one she wanted to be a gymnast.	Jenny. <i> Jenny, this one she wanted to be a gymnast. </i> She was such a klutz, though.	klutz	1	3151540	1672	US	2007			
You know, things that he finds germane to his lifestyle.	Charlie collects things from his life. <i> You know, things that he finds germane to his lifestyle. </i> And how would you describe your lifestyle, Charlie?	germane	2	3151540	1354	US	2007	relevant or pertinent to a particular subject or matter.	https://greensdictofslang.com/entry/vvqsfsy	relevant
They spin a sexy story with these super-thin cadmium telluride semiconductors, but the truth is, the technology is not proprietary...	I passed on it twice within the last two years. <i> They spin a sexy story with these super-thin cadmium telluride semiconductors, but the truth is, the technology is not proprietary... </i> We've been over this, Bretton.	spin a sexy story	1	3967329	1254	US	2010			
It's got all the hardware in place.	We happen to be working with a company right now. <i> It's got all the hardware in place. </i> Started by the Department of Energy.	hardware	1	3967329	1300	US	2010			
She killed everybody so her son Tiberius could inherit the throne-- like Nixon.	Mom, tell me more about Livia. <i> She killed everybody so her son Tiberius could inherit the throne-- like Nixon. </i> It's awfully common.	throne	1	54446	38	US	2000			
I know you're a vegan and everything, but some of this meat would re...	Yeah. <i> I know you're a vegan and everything, but some of this meat would re... </i> Yeah, I told him that I thought so, but I called Lloyd just to make sure.	everything	1	4744540	429	US	2012			
"- Your sister used the"" f"" word."	"There it is. <i> - Your sister used the"" f"" word. </i> - I think she said"" feck."""	f word	1	54446	88	US	2000			
Home Why I keep returning	Where the wheels are turning <i> Home Why I keep returning </i> Home Will infect what ever you do	infect	1	3967329	2289	US	2010			
A-Rod's in the type of slump he couldn't hit the beach with a beach ball.	He comes with a nasty slider that A-Rod just barely gets a piece of. <i> A-Rod's in the type of slump he couldn't hit the beach with a beach ball. </i> Here comes the oh-one.	slump	2	4744540	281	US	2012			
They got a huge stake.	Churchill Schwartz is. <i> They got a huge stake. </i> Can't get behind that size, but you and your boys can.	stake	2	3967329	826	US	2010	a large sum of money.		money
That's what my friends used to call me back in high...	What? <i> That's what my friends used to call me back in high... </i> I'm Alex Birch.	high	1	5905224	793	US	2012			
You're leaving a lot of good food unattended there.	That's good. <i> You're leaving a lot of good food unattended there. </i> Do you know what therapy is?	unattended	1	4744540	1202	US	2012			
He's been hitting close to 400 since his folks came to visit him.	Billy Clark went five-for-five again. <i> He's been hitting close to 400 since his folks came to visit him. </i> How much did it cost this organization to put his parents up?	hitting close to 400	1	4744540	1797	US	2012			
That he can't just take his ball and go home.	It's pathetic. <i> That he can't just take his ball and go home. </i> He has to piss on the whole game.	take his ball	1	3967329	1486	US	2010			
You're not the only one who's in trouble, Ma.	I can't keep carrying you forever. <i> You're not the only one who's in trouble, Ma. </i> Please.	trouble	1	3967329	1987	US	2010			
It's un fair that we can't listen to our music.	What you got under your coat? <i> It's un fair that we can't listen to our music. </i> It's because it is about drugs and promiscuous sex.	promiscuous sex	1	54446	59	US	2000			
Right now, you owe the record company more than you've got.	Okay, your damages have put you way in the hole for this tour. <i> Right now, you owe the record company more than you've got. </i> But your record's selling.	hole	1	54446	1257	US	2000			
Okay, your damages have put you way in the hole for this tour.	You effectively traveled a long way to pay that promoter to electrocute you. <i> Okay, your damages have put you way in the hole for this tour. </i> Right now, you owe the record company more than you've got.	in the hole	2	54446	1256	US	2000	to be in debt or owing money to someone or some entity, particularly more than what one has available.	https://greensdictofslang.com/entry/yhvcy2i	indebted
My garage is starting to shrink.	What happened here? <i> My garage is starting to shrink. </i> - I think I'll drive.	shrink	1	4744540	592	US	2012			
You better get your skinny little ass on base.	Wilson. <i> You better get your skinny little ass on base. </i> I got a chance to win this game in front of all these scouts.	skinny little ass	2	4744540	1299	US	2012	a derogatory term used to describe someone who is thin and weak.	http://greensdictofslang.com/entry/wsjwsjy	weak person
Looks like a lump of shit that someone left on the sidewalk.	I mean, look at him, he's a giant dork. <i> Looks like a lump of shit that someone left on the sidewalk. </i> - Charlie, come on.	lump of shit	1	3151540	1339	US	2007			
It's a crime he hasn't won an Academy Award.	See, this is what I'm trying to teach you about versatility. <i> It's a crime he hasn't won an Academy Award. </i> That's true.	crime	1	4744540	650	US	2012			
I invited the woman in, I shut the door I hopped on the desk and I just let her do it.	- I'd like to know how you did that. <i> I invited the woman in, I shut the door I hopped on the desk and I just let her do it. </i> That's real mature, Alan.	hopped on	1	3151540	1437	US	2007			
And we can study your French together.	Just have her come over here. <i> And we can study your French together. </i> Oh, you know what?	french	2	3151540	177	US	2007	a code word for marijuana.	https://www.urbandictionary.com/define.php?term=french	marijuana
Hey, anyone can figure out life when you're looking back on it.	Okay. <i> Hey, anyone can figure out life when you're looking back on it. </i> But we got to live it going forward.	hey	1	3967329	1922	US	2010			
Because, gee whiz, we all know that prices of houses in America always go up, right?	And hey, why not a second home while we're at it? <i> Because, gee whiz, we all know that prices of houses in America always go up, right? </i> It's greed that makes the government in this country cut the interest rates to one-percent, after 9/ 11.	gee whiz	3	3967329	583	US	2010	an expression of surprise or wonderment.	https://www.urbandictionary.com/define.php?term=Gee%20Whiz	surprise
Get me a goddamn check.	Give me a check. <i> Get me a goddamn check. </i> So I hear the old man has a girlfriend in North Carolina, a young one.	check	1	4744540	1233	US	2012			
How long before they release me?	Better luck next time, boys. <i> How long before they release me? </i> You're just in a slump.	slump	2	4744540	147	US	2012	a period of poor performance or a downturn in fortune, especially in sports or business.	https://greensdictofslang.com/entry/xgf62ny	downturn
- I'll take care of this.	- Don't go anywhere, Opie. <i> - I'll take care of this. </i> If I can.	take care	1	54446	322	US	2000			
They wanna do a three-day psych evaluation at Roosevelt Hospital.	So we're gonna go a different way. <i> They wanna do a three-day psych evaluation at Roosevelt Hospital. </i> That's standard procedure.	psych	1	3151540	1760	US	2007			
Pick your head up, buddy.	Yeah! <i> Pick your head up, buddy. </i> Pick your head up, buddy.	buddy	1	5905224	1811	US	2012			
